2008	253	17	14	0.27
2008	253	17	21	0.27
2008	253	17	22	0.27
2008	253	17	23	0.54
2008	253	17	24	0.81
2008	253	17	25	1.08
2008	253	17	26	0.81
2008	253	17	27	0.54
2008	253	17	28	0.27
2008	253	17	29	0.27
2008	253	17	30	0.54
2008	253	17	31	0.54
2008	253	17	32	0.81
2008	253	17	33	0.27
2008	253	17	38	0.27
2008	253	17	48	0.27
2008	253	17	59	0.27
2008	253	18	38	0.27
2008	253	18	39	0.27
2008	253	18	40	0.27
2008	256	16	2	0.11
2008	256	16	3	0.11
2008	256	16	4	0.22
2008	256	16	5	0.11
2008	256	16	6	0.22
2008	256	16	7	0.11
2008	256	16	8	0.11
2008	256	16	9	0.33
2008	256	16	10	0.43
2008	256	16	11	0.33
2008	256	16	12	0.33
2008	256	16	13	0.22
2008	256	16	14	0.22
2008	256	16	15	0.11
2008	256	16	16	0.22
2008	256	16	17	0.11
2008	256	16	19	0.11
2008	256	16	25	0.11
2008	265	16	23	0.11
2008	266	21	43	0.11
2008	278	20	26	0.11
2008	278	21	51	0.11
2008	278	21	52	0.33
2008	278	21	53	0.22
2008	278	21	54	0.22
2008	278	21	55	0.22
2008	278	21	56	0.11
2008	278	21	59	0.11
2008	278	22	1	0.11
2008	278	22	2	0.11
2008	278	22	3	0.11
2008	278	22	4	0.22
2008	278	22	5	0.11
2008	278	22	7	0.11
2008	278	22	8	0.11
2008	278	22	9	0.22
2008	278	22	10	0.33
2008	278	22	11	0.11
2008	278	22	12	0.11
2008	278	22	13	0.43
2008	278	22	14	0.22
2008	278	22	15	0.11
2008	278	22	16	0.22
2008	278	22	17	0.11
2008	278	22	19	0.11
2008	278	22	21	0.11
2008	278	22	24	0.11
2008	278	22	28	0.11
2008	278	22	30	0.11
2008	278	22	32	0.11
2008	278	22	35	0.11
2008	278	22	37	0.11
2008	278	22	40	0.11
2008	278	22	44	0.11
2008	278	22	48	0.11
2008	278	22	51	0.11
2008	278	22	53	0.11
2008	278	22	57	0.11
2008	278	23	1	0.11
2008	278	23	9	0.11
2008	278	23	12	0.11
2008	278	23	23	0.11
2008	278	23	30	0.11
2008	279	0	40	0.11
2008	279	0	44	0.11
2008	279	0	47	0.11
2008	279	0	55	0.11
2008	279	1	5	0.11
2008	279	1	11	0.11
2008	279	1	17	0.11
2008	279	1	24	0.11
2008	279	1	34	0.11
2008	279	1	40	0.11
2008	279	1	44	0.11
2008	279	1	48	0.11
2008	279	1	50	0.11
2008	279	1	54	0.11
2008	279	1	55	0.11
2008	279	1	56	0.11
2008	279	1	57	0.11
2008	279	2	0	0.11
2008	279	2	5	0.11
2008	279	2	16	0.11
2008	279	2	19	0.11
2008	279	2	28	0.11
2008	279	2	34	0.11
2008	279	2	36	0.11
2008	279	2	37	0.11
2008	279	2	38	0.11
2008	279	2	40	0.11
2008	279	2	41	0.11
2008	279	2	43	0.11
2008	279	2	44	0.11
2008	279	2	46	0.11
2008	279	2	47	0.11
2008	279	2	48	0.11
2008	279	2	49	0.11
2008	279	2	50	0.11
2008	279	2	51	0.11
2008	279	2	52	0.11
2008	279	2	53	0.11
2008	279	2	54	0.11
2008	279	2	55	0.11
2008	279	2	56	0.11
2008	279	2	58	0.11
2008	279	3	0	0.11
2008	279	3	2	0.11
2008	279	3	5	0.11
2008	279	3	8	0.11
2008	279	3	9	0.11
2008	279	3	11	0.11
2008	279	3	12	0.11
2008	279	3	14	0.11
2008	279	3	16	0.11
2008	279	3	21	0.11
2008	279	3	38	0.11
2008	279	3	40	0.11
2008	279	3	42	0.11
2008	279	3	44	0.11
2008	279	3	47	0.11
2008	279	3	49	0.11
2008	279	3	51	0.11
2008	279	3	53	0.11
2008	279	3	55	0.11
2008	279	3	58	0.11
2008	279	4	0	0.11
2008	279	4	2	0.11
2008	279	4	3	0.11
2008	279	4	5	0.11
2008	279	4	9	0.11
2008	279	4	16	0.11
2008	279	4	26	0.11
2008	279	4	32	0.11
2008	279	4	55	0.11
2008	279	5	28	0.11
2008	279	5	35	0.11
2008	279	5	44	0.11
2008	279	5	52	0.11
2008	279	5	57	0.11
2008	279	6	12	0.11
2008	279	6	19	0.11
2008	279	6	27	0.11
2008	279	6	47	0.11
2008	279	7	15	0.11
2008	279	7	22	0.11
2008	279	7	36	0.11
2008	279	7	38	0.11
